Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Constituency,District
S. Abdul Rahman,IUML,0,10th Pass,42,"Rs 85,08,919 ~ 85 Lacs+",Rs 0 ~,Chidambaram,Cuddalore
S. Balamurugan,IND,0,Others,39,"Rs 9,38,500 ~ 9 Lacs+","Rs 7,69,284 ~ 7 Lacs+",Chidambaram,Cuddalore
A. Anandan,IND,0,10th Pass,43,"Rs 4,85,500 ~ 4 Lacs+",Rs 0 ~,Kattumannarkoil Sc),Cuddalore
M. Thirunavukarasu,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,Graduate,46,"Rs 14,05,000 ~ 14 Lacs+",Rs 0 ~,Kattumannarkoil Sc),Cuddalore
M.A.T. Archunan,IND,0,Post Graduate,63,"Rs 33,82,000 ~ 33 Lacs+",Rs 0 ~,Kattumannarkoil Sc),Cuddalore
M.G. Kalyanasundaram,All India Jananayaka Makkal Kazhagam,0,Post Graduate,49,"Rs 1,38,000 ~ 1 Lacs+",Rs 0 ~,Kattumannarkoil Sc),Cuddalore
Mathiazhagan,IND,0,8th Pass,45,"Rs 55,000 ~ 55 Thou+",Rs 0 ~,Kattumannarkoil Sc),Cuddalore
N. Murugumaran,AIADMK,0,Graduate Professional,50,"Rs 4,14,38,273 ~ 4 Crore+","Rs 80,23,393 ~ 80 Lacs+",Kattumannarkoil Sc),Cuddalore
P. Nivedha,Naam Tamilar Katchi,0,Post Graduate,29,"Rs 11,39,000 ~ 11 Lacs+",Rs 0 ~,Kattumannarkoil Sc),Cuddalore
P.M. Kumar,IND,0,Post Graduate,45,"Rs 65,000 ~ 65 Thou+",Rs 0 ~,Kattumannarkoil Sc),Cuddalore
S.Tamilselvan,IND,0,12th Pass,37,"Rs 1,40,000 ~ 1 Lacs+",Rs 0 ~,Kattumannarkoil Sc),Cuddalore
Sinthanai Selvan,Viduthalai Chiruthaigal Katchi,1,Others,55,"Rs 95,62,905 ~ 95 Lacs+",Rs 0 ~,Kattumannarkoil Sc),Cuddalore
Thanga Udhayakumar,BSP,0,10th Pass,46,"Rs 6,40,500 ~ 6 Lacs+",Rs 0 ~,Kattumannarkoil Sc),Cuddalore
Thanga Vikram,Makkal Needhi Maiam,0,Post Graduate,34,"Rs 18,00,000 ~ 18 Lacs+","Rs 3,00,000 ~ 3 Lacs+",Kattumannarkoil Sc),Cuddalore
Anbalagan.K.P.,AIADMK,0,12th Pass,62,"Rs 18,83,04,297 ~ 18 Crore+","Rs 15,51,58,783 ~ 15 Crore+",Palacode,Dharmapuri
Anbarasu.D.,IND,0,Graduate Professional,28,"Rs 10,20,000 ~ 10 Lacs+",Rs 0 ~,Palacode,Dharmapuri
Hari.R.,BSP,0,10th Pass,44,"Rs 5,500 ~ 5 Thou+",Rs 0 ~,Palacode,Dharmapuri
Murugan.K.,IND,0,10th Pass,48,"Rs 42,42,000 ~ 42 Lacs+",Rs 0 ~,Palacode,Dharmapuri
Murugan.K.G.,IND,0,Graduate,43,"Rs 46,15,000 ~ 46 Lacs+","Rs 1,00,000 ~ 1 Lacs+",Palacode,Dharmapuri
Murugan.P.K.,DMK,0,Graduate Professional,53,"Rs 95,67,490 ~ 95 Lacs+","Rs 32,48,151 ~ 32 Lacs+",Palacode,Dharmapuri
Rajkumar.T.,IND,0,8th Pass,33,"Rs 2,59,000 ~ 2 Lacs+",Rs 0 ~,Palacode,Dharmapuri
Sharavanan.M.P.,IND,0,Post Graduate,50,"Rs 1,28,21,139 ~ 1 Crore+","Rs 42,45,000 ~ 42 Lacs+",Palacode,Dharmapuri
Vadivel.M.,IND,0,5th Pass,37,"Rs 4,42,000 ~ 4 Lacs+",Rs 0 ~,Palacode,Dharmapuri
Vijayasankar.P.,DMDK,0,12th Pass,44,"Rs 78,78,196 ~ 78 Lacs+",Rs 0 ~,Palacode,Dharmapuri
Annadurai. C,Desiya Makkal Sakthi Katchi,0,8th Pass,33,"Rs 30,000 ~ 30 Thou+",Rs 0 ~,Pennagaram,Dharmapuri
Annadurai. V,IND,0,12th Pass,38,"Rs 11,26,000 ~ 11 Lacs+",Rs 0 ~,Pennagaram,Dharmapuri
Dharuman. K,IND,0,Graduate,31,"Rs 15,00,000 ~ 15 Lacs+",Rs 0 ~,Pennagaram,Dharmapuri
Inbasekaran. P.N.P,DMK,19,Post Graduate,37,"Rs 7,19,00,710 ~ 7 Crore+","Rs 1,21,25,326 ~ 1 Crore+",Pennagaram,Dharmapuri
Mani. G.K,Pattali Makkal Katchi,8,12th Pass,69,"Rs 73,23,252 ~ 73 Lacs+",Rs 0 ~,Pennagaram,Dharmapuri
Mani. K.G.,IND,0,Illiterate,40,"Rs 3,15,415 ~ 3 Lacs+",Rs 0 ~,Pennagaram,Dharmapuri
Mani. P,IND,0,Illiterate,51,"Rs 8,12,300 ~ 8 Lacs+",Rs 0 ~,Pennagaram,Dharmapuri
Moorthi. S,BSP,0,Graduate,30,"Rs 6,000 ~ 6 Thou+",Rs 0 ~,Pennagaram,Dharmapuri
Munusamy. S,IND,0,8th Pass,51,"Rs 11,60,000 ~ 11 Lacs+","Rs 3,50,000 ~ 3 Lacs+",Pennagaram,Dharmapuri
Periyananjappan. A,IND,0,12th Pass,38,"Rs 74,01,000 ~ 74 Lacs+","Rs 45,000 ~ 45 Thou+",Pennagaram,Dharmapuri
Shakila. K,Makkal Needhi Maiam,3,Graduate Professional,36,"Rs 58,08,400 ~ 58 Lacs+","Rs 96,28,798 ~ 96 Lacs+",Pennagaram,Dharmapuri
Sivalingam. N,IND,0,12th Pass,41,"Rs 6,34,200 ~ 6 Lacs+",Rs 0 ~,Pennagaram,Dharmapuri
Tamilazhagan. R,Naam Tamilar Katchi,0,Graduate Professional,37,"Rs 72,92,000 ~ 72 Lacs+","Rs 24,00,000 ~ 24 Lacs+",Pennagaram,Dharmapuri
Uthayakumar. R,DMDK,0,12th Pass,46,"Rs 17,87,000 ~ 17 Lacs+",Rs 0 ~,Pennagaram,Dharmapuri
Jayavenkatesan.S.K.,Makkal Needhi Maiam,0,Graduate,38,"Rs 43,50,419 ~ 43 Lacs+","Rs 10,80,066 ~ 10 Lacs+",Dharmapuri,Dharmapuri
Mani.L.,Dhesiya Makkal Kazhagam,0,12th Pass,63,"Rs 1,83,000 ~ 1 Lacs+",Rs 0 ~,Dharmapuri,Dharmapuri
Manigandan.E.V.,IND,0,Post Graduate,42,"Rs 3,72,41,228 ~ 3 Crore+","Rs 2,27,71,889 ~ 2 Crore+",Dharmapuri,Dharmapuri
Natarajan.M.,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,12th Pass,46,"Rs 26,75,708 ~ 26 Lacs+","Rs 14,50,274 ~ 14 Lacs+",Dharmapuri,Dharmapuri
Natarajan.V.,IND,0,12th Pass,48,"Rs 23,20,500 ~ 23 Lacs+",Rs 0 ~,Dharmapuri,Dharmapuri
Palani.S.K.,IND,0,Not Given,65,"Rs 1,23,12,723 ~ 1 Crore+","Rs 7,00,000 ~ 7 Lacs+",Dharmapuri,Dharmapuri
Perumal.P,BSP,0,Not Given,65,"Rs 6,000 ~ 6 Thou+",Rs 0 ~,Dharmapuri,Dharmapuri
Rajendran.K.,IND,0,10th Pass,42,"Rs 33,297 ~ 33 Thou+",Rs 0 ~,Dharmapuri,Dharmapuri
Ramasamy.T.,My India Party,0,5th Pass,64,"Rs 4,50,000 ~ 4 Lacs+",Rs 0 ~,Dharmapuri,Dharmapuri
Sakthivel.P.,Desiya Makkal Sakthi Katchi,0,12th Pass,46,"Rs 45,000 ~ 45 Thou+",Rs 0 ~,Dharmapuri,Dharmapuri
Senthil Kumar Alias Senthil.A.,Naam Tamilar Katchi,1,Graduate Professional,43,"Rs 6,90,000 ~ 6 Lacs+",Rs 0 ~,Dharmapuri,Dharmapuri
Shanmugam.P.,IND,0,8th Pass,43,"Rs 2,30,500 ~ 2 Lacs+",Rs 0 ~,Dharmapuri,Dharmapuri
Subramani.K.,IND,0,Others,49,"Rs 34,583 ~ 34 Thou+",Rs 0 ~,Dharmapuri,Dharmapuri
Subramani.P,DMK,3,10th Pass,63,"Rs 1,08,02,918 ~ 1 Crore+","Rs 10,00,000 ~ 10 Lacs+",Dharmapuri,Dharmapuri
Subramani.P.,IND,0,5th Pass,60,"Rs 32,236 ~ 32 Thou+",Rs 0 ~,Dharmapuri,Dharmapuri
Subramani.T.,IND,0,10th Pass,62,"Rs 5,53,800 ~ 5 Lacs+",Rs 0 ~,Dharmapuri,Dharmapuri
Sundaramoorthy.M.,IND,0,10th Pass,41,"Rs 44,26,475 ~ 44 Lacs+","Rs 4,00,000 ~ 4 Lacs+",Dharmapuri,Dharmapuri
Tamilarasan.S.,IND,0,Post Graduate,63,"Rs 99,86,727 ~ 99 Lacs+","Rs 43,00,000 ~ 43 Lacs+",Dharmapuri,Dharmapuri
Venkateshwaran.S.P.,Pattali Makkal Katchi,4,Graduate,54,"Rs 1,35,97,461 ~ 1 Crore+","Rs 26,10,500 ~ 26 Lacs+",Dharmapuri,Dharmapuri
Venkateswaran.B.,IND,0,Graduate Professional,35,"Rs 21,00,000 ~ 21 Lacs+","Rs 65,000 ~ 65 Thou+",Dharmapuri,Dharmapuri
Anand Kumar.K,IND,0,Literate,53,"Rs 35,25,000 ~ 35 Lacs+","Rs 4,83,500 ~ 4 Lacs+",Pappireddipatti,Dharmapuri
Elango.S,IND,0,Graduate Professional,61,"Rs 83,09,572 ~ 83 Lacs+",Rs 0 ~,Pappireddipatti,Dharmapuri
Gopi.K,BSP,0,8th Pass,45,"Rs 6,671 ~ 6 Thou+",Rs 0 ~,Pappireddipatti,Dharmapuri
Govindasamy.A,AIADMK,0,12th Pass,49,"Rs 2,84,79,202 ~ 2 Crore+","Rs 22,84,821 ~ 22 Lacs+",Pappireddipatti,Dharmapuri
Govindasamy.R,IND,0,5th Pass,50,"Rs 36,47,000 ~ 36 Lacs+","Rs 4,79,800 ~ 4 Lacs+",Pappireddipatti,Dharmapuri
Manivannan.K,IND,0,Graduate Professional,60,"Rs 58,12,000 ~ 58 Lacs+","Rs 1,10,000 ~ 1 Lacs+",Pappireddipatti,Dharmapuri
Murugan.R,Anaithu Makkal Puratchi KatchiRAMESH.R,0,12th Pass,44,"Rs 1,07,000 ~ 1 Lacs+",Rs 0 ~,Pappireddipatti,Dharmapuri
Murugan.S,IND,0,Graduate Professional,48,"Rs 27,89,900 ~ 27 Lacs+","Rs 4,15,000 ~ 4 Lacs+",Pappireddipatti,Dharmapuri
Palaniyappan.R,IND,0,8th Pass,43,"Rs 6,86,363 ~ 6 Lacs+","Rs 4,00,000 ~ 4 Lacs+",Pappireddipatti,Dharmapuri
Prabhurajasekar.M,DMK,2,Graduate Professional,37,"Rs 2,37,75,143 ~ 2 Crore+","Rs 71,26,248 ~ 71 Lacs+",Pappireddipatti,Dharmapuri
Ramesh.R,Naam Tamilar Katchi,0,Graduate,38,"Rs 21,60,005 ~ 21 Lacs+","Rs 10,99,926 ~ 10 Lacs+",Pappireddipatti,Dharmapuri
Selvam.P,IND,0,Post Graduate,34,"Rs 3,49,000 ~ 3 Lacs+",Rs 0 ~,Pappireddipatti,Dharmapuri
Srinivasan,Makkal Needhi Maiam,0,Graduate Professional,33,"Rs 89,000 ~ 89 Thou+",Rs 0 ~,Pappireddipatti,Dharmapuri
Veeramani.T,IND,0,10th Pass,45,"Rs 54,50,000 ~ 54 Lacs+",Rs 0 ~,Pappireddipatti,Dharmapuri
Karuthoviyam.P,My India Party,0,Graduate Professional,32,"Rs 20,000 ~ 20 Thou+","Rs 1,10,000 ~ 1 Lacs+",Harur Sc),Dharmapuri
Keerthana.K,Naam Tamilar Katchi,0,Graduate Professional,30,"Rs 70,500 ~ 70 Thou+",Rs 0 ~,Harur Sc),Dharmapuri
Kumar.A,CPI(M),1,10th Pass,46,"Rs 11,53,000 ~ 11 Lacs+",Rs 0 ~,Harur Sc),Dharmapuri
Kumar.P,IND,0,10th Pass,36,"Rs 4,29,000 ~ 4 Lacs+",Rs 0 ~,Harur Sc),Dharmapuri
Murugan.R,IND,0,Graduate Professional,35,"Rs 4,36,162 ~ 4 Lacs+",Rs 0 ~,Harur Sc),Dharmapuri
Murugan.R,Amma Makkal Munnettra Kazagam,0,Graduate Professional,35,"Rs 4,36,162 ~ 4 Lacs+",Rs 0 ~,Harur Sc),Dharmapuri
Palani.C,IND,0,Illiterate,57,"Rs 1,00,500 ~ 1 Lacs+",Rs 0 ~,Harur Sc),Dharmapuri
Parthipan.P,IND,0,Graduate,52,"Rs 6,75,500 ~ 6 Lacs+",Rs 0 ~,Harur Sc),Dharmapuri
Sampathkumar.V,AIADMK,0,Graduate Professional,46,"Rs 70,80,103 ~ 70 Lacs+","Rs 14,00,000 ~ 14 Lacs+",Harur Sc),Dharmapuri
Sarathkumar.M,IND,0,10th Pass,31,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,Harur Sc),Dharmapuri
Sathiskumar.S,Indiya Jananayaka Katchi,0,Others,27,"Rs 1,80,000 ~ 1 Lacs+",Rs 0 ~,Harur Sc),Dharmapuri
Sivakumar.A,BSP,0,10th Pass,46,"Rs 6,000 ~ 6 Thou+",Rs 0 ~,Harur Sc),Dharmapuri
Ananthan S. P,IND,0,Graduate,30,"Rs 9,65,000 ~ 9 Lacs+",Rs 0 ~,Palani,Dindigul
Azhagumalai A,IND,0,10th Pass,71,"Rs 23,44,300 ~ 23 Lacs+","Rs 1,00,000 ~ 1 Lacs+",Palani,Dindigul
Kaliappan K,IND,0,8th Pass,53,"Rs 43,71,000 ~ 43 Lacs+",Rs 0 ~,Palani,Dindigul
Karuppusamy P,IND,0,Illiterate,51,"Rs 18,87,000 ~ 18 Lacs+",Rs 0 ~,Palani,Dindigul
Lathika,IND,0,10th Pass,35,"Rs 36,06,742 ~ 36 Lacs+","Rs 40,00,000 ~ 40 Lacs+",Palani,Dindigul
Munishraja M,IND,0,Doctorate,37,"Rs 43,58,000 ~ 43 Lacs+","Rs 26,58,000 ~ 26 Lacs+",Palani,Dindigul
Nachimuthu S,BSP,0,10th Pass,44,"Rs 11,40,000 ~ 11 Lacs+",Rs 0 ~,Palani,Dindigul
Nagendran G,IND,0,5th Pass,37,"Rs 2,00,000 ~ 2 Lacs+",Rs 0 ~,Palani,Dindigul
Pandeeswaran M,IND,0,5th Pass,37,"Rs 3,02,000 ~ 3 Lacs+",Rs 0 ~,Palani,Dindigul
Rasulbeevi Sahabudeen,IND,0,5th Pass,41,"Rs 7,22,000 ~ 7 Lacs+",Rs 0 ~,Palani,Dindigul
Ravi Manoharan K,AIADMK,0,Others,52,"Rs 50,80,94,616 ~ 50 Crore+","Rs 8,10,75,728 ~ 8 Crore+",Palani,Dindigul
Samiappa Gounder P,IND,0,10th Pass,78,"Rs 16,36,950 ~ 16 Lacs+",Rs 0 ~,Palani,Dindigul
Senthil Kumar I.P,DMK,14,Post Graduate,42,"Rs 8,06,15,229 ~ 8 Crore+","Rs 76,07,768 ~ 76 Lacs+",Palani,Dindigul
Shahul Hameed,IND,0,Post Graduate,39,"Rs 59,71,000 ~ 59 Lacs+","Rs 3,40,000 ~ 3 Lacs+",Palani,Dindigul
Siddiq M,IND,0,5th Pass,44,"Rs 2,50,500 ~ 2 Lacs+",Rs 0 ~,Palani,Dindigul
Sudha R B,IND,0,Post Graduate,32,"Rs 17,000 ~ 17 Thou+",Rs 0 ~,Palani,Dindigul
Suresh M,IND,0,10th Pass,42,"Rs 9,33,500 ~ 9 Lacs+",Rs 0 ~,Palani,Dindigul
Thangavel A,IND,0,8th Pass,52,"Rs 17,25,100 ~ 17 Lacs+","Rs 1,78,100 ~ 1 Lacs+",Palani,Dindigul
Thangavel B,My India Party,0,8th Pass,41,"Rs 30,50,000 ~ 30 Lacs+",Rs 0 ~,Palani,Dindigul
Abdul Hadi A,Makkal Needhi Maiam,0,10th Pass,51,"Rs 53,06,000 ~ 53 Lacs+",Rs 0 ~,Oddanchatram,Dindigul
Balasubramani S,IND,0,Graduate Professional,31,"Rs 50,95,058 ~ 50 Lacs+","Rs 1,50,000 ~ 1 Lacs+",Oddanchatram,Dindigul
Chellamuthu K,IND,0,Graduate,56,"Rs 28,47,026 ~ 28 Lacs+",Rs 0 ~,Oddanchatram,Dindigul
Marimuthu T.S,IND,1,12th Pass,41,"Rs 30,000 ~ 30 Thou+",Rs 0 ~,Oddanchatram,Dindigul
Nataraj N.P,AIADMK,3,12th Pass,52,"Rs 8,52,98,010 ~ 8 Crore+","Rs 2,72,25,594 ~ 2 Crore+",Oddanchatram,Dindigul
Ravi M,Anaithu Makkal Puratchi Katchi,0,5th Pass,34,"Rs 55,000 ~ 55 Thou+","Rs 2,10,000 ~ 2 Lacs+",Oddanchatram,Dindigul
Ravichandran K,My India Party,0,Illiterate,41,"Rs 11,11,500 ~ 11 Lacs+",Rs 0 ~,Oddanchatram,Dindigul
Sakkarapani R,DMK,6,Graduate,59,"Rs 9,48,67,797 ~ 9 Crore+","Rs 7,15,43,943 ~ 7 Crore+",Oddanchatram,Dindigul
Sakthi Devi T,Naam Tamilar Katchi,0,8th Pass,39,"Rs 32,30,000 ~ 32 Lacs+",Rs 0 ~,Oddanchatram,Dindigul
Shanmugavel P,IND,0,Graduate,65,"Rs 22,80,443 ~ 22 Lacs+","Rs 2,00,000 ~ 2 Lacs+",Oddanchatram,Dindigul
Siva Kumar M,DMDK,0,10th Pass,50,"Rs 1,56,87,085 ~ 1 Crore+","Rs 1,06,83,497 ~ 1 Crore+",Oddanchatram,Dindigul
Sivaprakash S,IND,0,10th Pass,32,"Rs 36,47,866 ~ 36 Lacs+","Rs 25,93,866 ~ 25 Lacs+",Oddanchatram,Dindigul
Anbu As,IND,1,Post Graduate,42,"Rs 17,93,000 ~ 17 Lacs+","Rs 38,500 ~ 38 Thou+",Athoor,Dindigul
Jeyasekaran R,My India Party,0,8th Pass,40,"Rs 9,50,200 ~ 9 Lacs+",Rs 0 ~,Athoor,Dindigul
Karthi M,IND,0,10th Pass,34,"Rs 32,52,453 ~ 32 Lacs+",Rs 0 ~,Athoor,Dindigul
Karthigaiselvan K,BSP,0,Post Graduate,26,"Rs 1,15,000 ~ 1 Lacs+",Rs 0 ~,Athoor,Dindigul
Muruganantham C,IND,0,10th Pass,42,"Rs 47,99,470 ~ 47 Lacs+","Rs 15,88,000 ~ 15 Lacs+",Athoor,Dindigul
Muthulakshmi R,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,Illiterate,34,"Rs 50,000 ~ 50 Thou+",Rs 0 ~,Athoor,Dindigul
Palraj R,IND,0,Post Graduate,36,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,Athoor,Dindigul
Periyasamy I,DMK,12,Graduate,67,"Rs 7,63,94,882 ~ 7 Crore+","Rs 1,41,15,522 ~ 1 Crore+",Athoor,Dindigul
Ragupathi P,Anaithu Makkal Puratchi Katchi,0,Graduate Professional,34,"Rs 50,000 ~ 50 Thou+","Rs 75,000 ~ 75 Thou+",Athoor,Dindigul
Sankar D,IND,0,10th Pass,38,"Rs 4,27,000 ~ 4 Lacs+",Rs 0 ~,Athoor,Dindigul
Savadamuthu A,IND,0,10th Pass,45,"Rs 22,10,100 ~ 22 Lacs+","Rs 5,00,000 ~ 5 Lacs+",Athoor,Dindigul
Selvakumar P,Amma Makkal Munnettra Kazagam,0,10th Pass,43,"Rs 43,53,426 ~ 43 Lacs+",Rs 0 ~,Athoor,Dindigul
Silambarasan M,Puthiya Tamilagam,0,10th Pass,35,"Rs 15,000 ~ 15 Thou+",Rs 0 ~,Athoor,Dindigul
Silambarasan P,IND,0,8th Pass,34,"Rs 13,61,830 ~ 13 Lacs+",Rs 0 ~,Athoor,Dindigul
Simon Justin A,Naam Tamilar Katchi,0,Post Graduate,39,"Rs 17,08,000 ~ 17 Lacs+",Rs 0 ~,Athoor,Dindigul
Sivasakthivel P,Makkal Needhi Maiam,0,Graduate,34,"Rs 38,84,612 ~ 38 Lacs+","Rs 33,31,073 ~ 33 Lacs+",Athoor,Dindigul
Thilagabama M,Pattali Makkal Katchi,1,Graduate,50,"Rs 5,18,40,570 ~ 5 Crore+","Rs 80,75,052 ~ 80 Lacs+",Athoor,Dindigul
Thilagavathy S,IND,0,Graduate,28,"Rs 2,47,751 ~ 2 Lacs+",Rs 0 ~,Athoor,Dindigul
Veeramalai S,IND,0,Illiterate,46,"Rs 2,10,110 ~ 2 Lacs+",Rs 0 ~,Athoor,Dindigul
A.Alappan,IND,0,Post Graduate,39,"Rs 1,50,000 ~ 1 Lacs+",Rs 0 ~,Nilakkottai Sc),Dindigul
Ananth,Makkal Needhi Maiam,0,Graduate Professional,42,"Rs 48,81,262 ~ 48 Lacs+",Rs 0 ~,Nilakkottai Sc),Dindigul
K.Murugavelrajan,DMK,16,Graduate Professional,53,"Rs 76,52,390 ~ 76 Lacs+","Rs 9,61,784 ~ 9 Lacs+",Nilakkottai Sc),Dindigul
K.Ramasamy,DMDK,0,Graduate Professional,66,"Rs 36,45,000 ~ 36 Lacs+",Rs 0 ~,Nilakkottai Sc),Dindigul
M.Pandi,IND,0,5th Pass,38,"Rs 12,55,500 ~ 12 Lacs+","Rs 1,60,000 ~ 1 Lacs+",Nilakkottai Sc),Dindigul
N.Perumal,IND,0,10th Pass,68,"Rs 23,12,000 ~ 23 Lacs+","Rs 42,000 ~ 42 Thou+",Nilakkottai Sc),Dindigul
P.Nagajothi,IND,0,8th Pass,35,"Rs 3,70,000 ~ 3 Lacs+",Rs 0 ~,Nilakkottai Sc),Dindigul
P.Nagendran,BSP,0,Post Graduate,56,"Rs 1,15,000 ~ 1 Lacs+",Rs 0 ~,Nilakkottai Sc),Dindigul
P.Pothumanickam,IND,0,8th Pass,49,"Rs 3,55,000 ~ 3 Lacs+",Rs 0 ~,Nilakkottai Sc),Dindigul
P.Sivakami,IND,0,8th Pass,63,"Rs 23,12,000 ~ 23 Lacs+","Rs 1,12,000 ~ 1 Lacs+",Nilakkottai Sc),Dindigul
S.Nithya,IND,0,12th Pass,25,"Rs 4,50,000 ~ 4 Lacs+",Rs 0 ~,Nilakkottai Sc),Dindigul
S.Thenmozhi,AIADMK,0,10th Pass,59,"Rs 17,45,34,231 ~ 17 Crore+","Rs 28,08,246 ~ 28 Lacs+",Nilakkottai Sc),Dindigul
V.Balasubramani,IND,0,8th Pass,53,"Rs 33,50,000 ~ 33 Lacs+",Rs 0 ~,Nilakkottai Sc),Dindigul
V.K.Aiyyar,Puthiya Tamilagam,2,Post Graduate,58,"Rs 2,20,98,240 ~ 2 Crore+","Rs 44,81,675 ~ 44 Lacs+",Nilakkottai Sc),Dindigul
V.Revadhi,My India Party,0,Illiterate,36,"Rs 4,36,000 ~ 4 Lacs+",Rs 0 ~,Nilakkottai Sc),Dindigul
V.Vinoth,IND,0,Graduate,29,"Rs 40,500 ~ 40 Thou+",Rs 0 ~,Nilakkottai Sc),Dindigul
A.Balasubramani,IND,0,Graduate,37,"Rs 2,89,796 ~ 2 Lacs+",Rs 0 ~,Natham,Dindigul
A.Karnan,IND,0,10th Pass,33,"Rs 1,85,689 ~ 1 Lacs+",Rs 0 ~,Natham,Dindigul
C.Gurusamy,IND,0,Illiterate,37,"Rs 51,000 ~ 51 Thou+",Rs 0 ~,Natham,Dindigul
Doctor.V.Sivasankaran,Naam Tamilar Katchi,6,Doctorate,35,"Rs 57,98,500 ~ 57 Lacs+","Rs 8,03,000 ~ 8 Lacs+",Natham,Dindigul
Jeyapaul R,IND,1,Literate,42,"Rs 1,91,000 ~ 1 Lacs+",Rs 0 ~,Natham,Dindigul
K.Dhandapani,IND,0,10th Pass,49,"Rs 4,60,000 ~ 4 Lacs+",Rs 0 ~,Natham,Dindigul
K.Murugesan,IND,0,Post Graduate,36,"Rs 1,26,000 ~ 1 Lacs+",Rs 0 ~,Natham,Dindigul
M.A.Andi Ambalam,DMK,4,12th Pass,64,"Rs 1,04,63,323 ~ 1 Crore+","Rs 18,28,525 ~ 18 Lacs+",Natham,Dindigul
N.Raja,Amma Makkal Munnettra Kazagam,0,8th Pass,39,"Rs 27,20,000 ~ 27 Lacs+","Rs 6,19,000 ~ 6 Lacs+",Natham,Dindigul
Natham.R.Viswanathan,AIADMK,3,Graduate,71,"Rs 4,62,67,279 ~ 4 Crore+",Rs 0 ~,Natham,Dindigul
P.Andisamy,BSP,0,8th Pass,41,"Rs 1,21,792 ~ 1 Lacs+",Rs 0 ~,Natham,Dindigul
R.A.Saranraj,Indiya Jananayaka Katchi,0,Graduate Professional,31,"Rs 6,77,780 ~ 6 Lacs+","Rs 3,20,000 ~ 3 Lacs+",Natham,Dindigul
S.Jeyakumar,IND,0,10th Pass,37,"Rs 1,09,647 ~ 1 Lacs+",Rs 0 ~,Natham,Dindigul
V.Vembarasan,My India Party,0,10th Pass,47,"Rs 38,55,000 ~ 38 Lacs+","Rs 23,00,000 ~ 23 Lacs+",Natham,Dindigul
Akkammal.S,My India Party,0,5th Pass,53,"Rs 12,00,525 ~ 12 Lacs+",Rs 0 ~,Dindigul,Dindigul
Alagu Pandian.R,Anaithu Makkal Munnetra Kazhagam,0,Post Graduate,54,"Rs 41,83,353 ~ 41 Lacs+","Rs 49,025 ~ 49 Thou+",Dindigul,Dindigul
Anburose.D,IND,0,12th Pass,49,"Rs 4,24,22,500 ~ 4 Crore+","Rs 33,74,086 ~ 33 Lacs+",Dindigul,Dindigul
Balaji.R,IND,0,12th Pass,31,"Rs 15,000 ~ 15 Thou+",Rs 0 ~,Dindigul,Dindigul
Baskaran Chellappa.J,IND,0,8th Pass,56,"Rs 2,15,500 ~ 2 Lacs+","Rs 1,50,000 ~ 1 Lacs+",Dindigul,Dindigul
Hari Prakash.M,IND,0,Others,25,"Rs 97,680 ~ 97 Thou+",Rs 0 ~,Dindigul,Dindigul
Jayasundar.R,Naam Tamilar Katchi,2,Graduate,49,"Rs 30,85,000 ~ 30 Lacs+","Rs 21,79,000 ~ 21 Lacs+",Dindigul,Dindigul
Karthikeyan.V,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,Graduate,50,"Rs 1,15,000 ~ 1 Lacs+",Rs 0 ~,Dindigul,Dindigul
Murugesan.A,Puthiya Tamilagam,1,Graduate,50,"Rs 16,10,000 ~ 16 Lacs+",Rs 0 ~,Dindigul,Dindigul
Nagaraj.N,IND,0,Post Graduate,37,"Rs 21,76,451 ~ 21 Lacs+","Rs 5,05,000 ~ 5 Lacs+",Dindigul,Dindigul
Rahamathulla.M,IND,0,8th Pass,36,"Rs 7,000 ~ 7 Thou+",Rs 0 ~,Dindigul,Dindigul
Rajendran.R,Makkal Needhi Maiam,0,10th Pass,69,"Rs 48,93,726 ~ 48 Lacs+","Rs 2,75,000 ~ 2 Lacs+",Dindigul,Dindigul
Senthil Alagappan.A,IND,0,Post Graduate,38,"Rs 74,87,000 ~ 74 Lacs+","Rs 7,42,000 ~ 7 Lacs+",Dindigul,Dindigul
Sivaganam.A,Anaithu Makkal Puratchi Katchi,0,8th Pass,43,"Rs 1,20,000 ~ 1 Lacs+",Rs 0 ~,Dindigul,Dindigul
Sreenivasan.C,AIADMK,0,Post Graduate,72,"Rs 7,75,39,989 ~ 7 Crore+",Rs 0 ~,Dindigul,Dindigul
Vijayapandi.P,IND,0,Graduate,37,"Rs 7,31,000 ~ 7 Lacs+",Rs 0 ~,Dindigul,Dindigul
Dharmalingam Dr Marur N,IND,0,10th Pass,76,"Rs 8,856 ~ 8 Thou+",Rs 0 ~,Vedasandur,Dindigul
Gandhirajan S,DMK,2,Graduate Professional,70,"Rs 9,93,25,525 ~ 9 Crore+","Rs 1,27,98,179 ~ 1 Crore+",Vedasandur,Dindigul
